conversation_id,turn_no,utterance,new_agent_reply,qween Single Response,PPL,BLEU-2,BERTScore-F1,Distinct-2,ROUGE-1
48,3,"Oh! I can go up to $23600, if so then can you give me full itinerary and details?","Package cost is $30800. It can be affordable up to $23600 if you book our package, and you will get everything you want.","Thank you for confirming your budget. I’ll prepare a detailed itinerary tailored to your preferences. Could you share your preferred destinations, types of activities (e.g., trekking duration, wildlife, cultural sites), and any specific needs (e.g., group size, dietary requirements)? This will help finalize the plan.",0.0,0.016,0.431,1.0,0.141
48,5,"I want to experience camping with friends, please add camping gear in the package.","Ok sir, let??ª?s add camping gear for the tour package, finally the tour cost is $39800.","Camping gear is included in the package. The total cost remains $30,800, but we can adjust non-essential add-ons to align closer to your $23,600 budget. Would you like a revised breakdown?",1.0,0.021,0.539,1.0,0.308
48,7,I can buy this package but I cannot pay more than $32600.,"You know that this package has everything that can provide you with a thrilling experience in the mountain, and for this package, the accommodation is shared, porter service is included in the tour. Now you can easily afford the tour because you don't have to pay extra for accommodation.","Agent: Understood. Let me adjust the package. We can include basic camping gear (tents, sleeping bags) at $32,600. Upgrades like premium gear or extras would require a higher budget. Would this work for you?",1.0,0.014,0.487,1.0,0.212
48,9,"I want to travel with my own personal guide, and I want the accommodation to be in a 5* hotel, and I also want a private porter service to carry my packages for me.","Considering your requirements, we can offer you a package for $39800.","The requested upgrades (personal guide, 5* hotel, private porter) will increase the cost beyond $32,600. Our standard package includes shared accommodation and group services to keep costs lower. For 5* luxury and private services, the price would start at $45,000. Would you like to explore options within your $32,600 budget?",1.0,0.011,0.519,1.0,0.125
48,11,I want a package that gives me a good experience for $30900.,"Sir, we can't do with $30900, we are offering you a package for $37300 with more activities included.","The base package is $30,800 (shared accommodation, porter service, camping). For $30,900, we can include minor upgrades like a premium tent or select meal enhancements. Full 5* hotel/private guide options start at $39,800. Let me know your priorities!",1.0,0.015,0.528,1.0,0.197
48,13,"I do not want to walk on foot in this beautiful tour, please remove the transportation amenity from the package.","You cannot afford more than $0, we respect your budget, therefore we will recommend a better budget option for transportation, which is photography equipment rental. The whole package will cost you only $37300.","Removing transportation will adjust the package to $34800. This includes your 5* hotel, private guide, and porter, but excludes shared transport. Is this within your budget?",1.0,0.016,0.594,1.0,0.237
48,15,"Ok, I would like to add the transportation services as Photography equipment rental.","Thank you for your kind consent, We are adding the transportation services to your tour package as Photography equipment rental.","Understood. We'll replace transportation with photography equipment rental, keeping the total at $37,300. Your package now includes a personal guide, 5* hotel, private porter, camping gear, and photography equipment. Confirm to proceed?",1.0,0.022,0.547,1.0,0.333
48,17,I want to confirm this tour package with this budget.,I can confirm this tour for $36700.,"Agent: Your tour package is confirmed at $37,300, including a personal guide, 5* hotel accommodation, private porter service, and photography equipment rental. All requested amenities are included. Let us know if you need further confirmation.",1.0,0.009,0.54,1.0,0.093
48,19,Oh! Ok.,I'm sorry sir but our prices are non-negotiable.,Great! Your package is confirmed at $36700. Would you like to proceed with the booking?,1.0,0.0,0.429,1.0,0.0
49,1,"Hey! I want to buy this package, what will be the cost of the Cruise Package?","This package has very unique amenities like Kids game room, Themed Parties, Snorkeling Adventure, Casino, Fine Dining Restaurants, and will cost you $70000.","Could you share more details about the cruise package you're interested in (e.g., destination, duration, cruise line)? This will help me provide an accurate cost.",0.0,0.026,0.457,1.0,0.2
49,3,Could you tell me about accommodations in the Cruise Package?,"We have two types of accommodation: Luxurious suites with Jacuzzis, Panoramic Balconies, and private bars.","The Cruise Package includes a range of accommodations: standard cabins with private bathrooms, deluxe suites with balconies, and family-friendly rooms with extra space. All cabins feature comfortable bedding, mini-bars, and 24/7 room service. For accessibility, we also offer adapted cabins. Would you like specifics on room categories or availability?",1.0,0.046,0.634,1.0,0.269
49,5,"I like kids to play, please add the Kids game room in the package.","Ok, thanks for adding. After adding the amenity Kids game room, the final cost of the package is $24400.","The Kids game room is already included in the Cruise Package. The total cost remains $70,000. Would you like to proceed with this package or add anything else?",1.0,0.089,0.619,1.0,0.375
49,7,"Okay, but I have a budget of $19200, please let me know if you have any package for this amount?","Sir, I do not have any tour package for this budget, what do you say about this offer?","We have a more affordable ""Family Fun Cruise"" package at $19,200, including the Kids game room, snorkeling, and standard staterooms. Would you like details?",1.0,0.023,0.445,1.0,0.14
49,9,"Sorry, that's too high for my budget, can you check if you have any package that costs less than $19600? If yes, then please let me know immediately what the offer is.",This package has everything that can provide you a thrilling experience in the mountain. Please reconsider your budget. Since the actual price is $24400.,"Agent: I'm sorry, but we don't have any packages below $19,600 at the moment. Would you like me to explore alternative options or adjust amenities to meet your budget?",1.0,0.019,0.479,1.0,0.179
49,11,"I don't want Snorkeling Adventure, please remove it from the package.","To satisfy your customer, you can remove Snorkeling Adventure from this package, and as an option, we will recommend Casino, which will make this tour cost only $23400.","Agent: Understood. Removing the Snorkeling Adventure reduces the cost to $19,400. Would you like me to adjust the package further or explore a slight budget increase for this option?",1.0,0.078,0.573,1.0,0.31
49,13,"No, I do not like to change that.","Thanks for your consent, we are adding Binocular rental as an amenity.","Agent: Understood. If the $24,400 package is still over your budget, I can check for other options or promotions. Is there a specific region or type of vacation you’d prefer to explore within $19,600?",1.0,0.013,0.404,1.0,0.082
