conversation_id,turn_no,utterance,new_agent_reply,LLama Single Response
52,1,What are the accommodations in the Mountain Resort?,"This package offers a range of amenities like scenic rides, snowboarding, mountain biking, rock climbing, indoor swimming pool, gourmet dining, and rock climbing, providing lots of adventurous joy and thrilling experiences.","We have luxury suites, deluxe rooms, and cozy cabins. Which type are you interested in?"
52,3,What about the transportation facility in Mountain Resort?,"Our package includes a range of amenities such as scenic rides, snowboarding, mountain biking, rock climbing, indoor swimming pool, and gourmet dining.","We offer shuttle services from the airport and around the resort, as well as car rentals and bike rentals for easy exploration of the area."
52,5,"I don't have a snowboard, please add snowboarding gear to the package.","Oh, sorry, there is a problem. After adding the snowboarding gear, the final cost of the package is $20100.",I can add snowboarding gear to your package for a small additional fee. Would you like to rent the gear for the entire duration of your stay or just for a day?
52,7,"I cannot afford $20100, can you make snowboarding optional?","Yes, snowboarding is optional. It will cost you an additional $2300.","If I make snowboarding optional, the package price would be $1800, and you can rent the gear separately if you decide to snowboard. Would you like that?"
52,9,"You add this to $16700, now I am okay to go ahead.","Thanks for the deal, it was nice talking with you. Have a nice day.",Your total package cost will be $19000. I'll proceed with the booking. Would you like to pay by credit card or bank transfer?
53,1,Could you tell me about accommodation in Beach Resort?,"This package is offering accommodation, transportation, meals, and island excursions.","We have luxurious rooms and suites with ocean views, as well as villas and apartments. Prices start from $200 per night. Would you like me to book one for you?"
53,3,How is the price of the package?,The package will cost you $21900.,"The price of the package starts at $1,200 per person for a 3-night stay, including all amenities and activities. Would you like me to break down the costs?"
53,5,"I like to explore scuba, please add Scuba Diving to the package.","Sorry, Sir, after adding Scuba Diving, the package cost is $22900.",I can add Scuba Diving to the package for an additional $800. The total cost will be $22700. Would you like to proceed?
53,7,"I don't like games, I want to remove a beach game.","It's fine if you don't like beach games, but as an option, we can recommend beachfront lounging for a better budget. The package will cost you $22900.","The beach game was complimentary, I'll remove it for you. The package price remains $22900."
53,9,"Okay, I would like to add Beach Game as an amenity.","Thanks for your consent, we are adding Beach Games as an amenity.","Since you've added Beach Game, the new package cost will be $23100."
53,11,Tell the transportation availability in Beach Resort.,"The package is offering services with amenities like Scuba Diving, Beach Games, Jet Skiing, Kids club, Beachfront Lounging, and Scooter rentals.",We have private car and shuttle services available for transportation in the Beach Resort. Would you like to opt for any of these?
53,13,What kind of meals are included in the Beach Resort?,"This package offers breakfast, lunch, and dinner buffet with a wide selection of both international and local cuisine.","The package includes breakfast, lunch, and dinner with a variety of international cuisines and seafood options."
